ident;type;name;elevation_ft;continent;iso_country;iso_region;municipality;gps_code;iata_code;local_code;coordinates
CN-0014;medium_airport;Hohhot Air Base;;AS;CN;CN-15;;;;;"111.22899627685547; 40.73720169067383"
CN-0015;medium_airport;Huairen Air Base;3260;AS;CN;CN-14;Datong;;;;"113.142997742; 39.717498779299994"
CN-0016;medium_airport;Liangxiangzhen Air Base;;AS;CN;CN-11;Beijing;;;;"116.1259994506836; 39.7578010559082"
CN-0017;heliport;Lushan Heliport;;AS;CN;CN-U-A;;;;;"116.079955101; 29.664375858"
CN-0018;medium_airport;Tangguantun Air Base;;AS;CN;CN-12;;;;;"117.06800079345703; 38.78110122680664"
CN-0019;closed;Tangshan Air Base;;AS;CN;CN-13;;;;;"118.13600158691406; 39.65639877319336"
CN-0020;medium_airport;Wenshui Air Base;;AS;CN;CN-14;;;;;"111.96600341796875; 37.407798767089844"
CN-0021;medium_airport;Yangcun Air Base;;AS;CN;CN-12;;;;;"117.09500122070312; 39.37329864501953"
CN-0022;medium_airport;Yongning Air Base;;AS;CN;CN-11;Yongning;;;;"116.10800170898438; 40.50310134887695"
CN-0023;small_airport;Badaling or YanQing Airport;1750;AS;CN;CN-13;Yanqing;;;;"115.9375; 40.3786111111"
CN-0024;medium_airport;Zhangjiakou Ningyuan Airport;2347;AS;CN;CN-13;Zhangjiakou;ZBZJ;ZQZ;;"114.930000305; 40.7386016846"
CN-0025;medium_airport;Zunhua Air Base;;AS;CN;CN-13;;;;;"117.88700103759766; 40.102500915527344"
CN-0026;medium_airport;Chengdu Air Base;;AS;CN;CN-51;;;;;"103.94999694824219; 30.705299377441406"
CN-0027;medium_airport;Baoshan Yunduan Airport;5453;AS;CN;CN-53;;ZPBS;BSD;;"99.168297; 25.053301"
CN-0028;heliport;Fiery Cross Reef Helipad;;AS;CN;CN-46;;;;;"112.880071; 9.539168"
CN-0029;small_airport;Fiery Cross Reef Airfield;;AS;CN;CN-46;;;;;"112.889554; 9.552789"
CN-0030;medium_airport;Chongqing Air Base;;AS;CN;CN-50;Chongqing;;;;"106.35900115966797; 29.49530029296875"
CN-0031;heliport;Subi Reef Helipad;;AS;CN;CN-U-A;;;;;"114.061933; 10.913002"
CN-0032;closed;Kunming Wujiaba International Airport;6221;AS;CN;CN-53;Kunming;;;;"102.7435; 24.9924"
CN-0033;small_airport;Dangxiong Air Base;;AS;CN;CN-54;;;;;"91.06580352783203; 30.485000610351562"
CN-0034;small_airport;Dazu Air Base;1220;AS;CN;CN-50;Dazu;ZUDZ;DZU;;"105.773621; 29.636227"
CN-0035;small_airport;Zhanyi Airport;;AS;CN;CN-53;;;;;"103.8290023803711; 25.592199325561523"
CN-0036;small_airport;Shantou Waisha Airport;29;AS;CN;CN-44;Shantou;;;;"116.7620010376; 23.426900863647"
CN-0037;small_airport;Yongji Airport;1236;AS;CN;CN-14;Yongji;;;;"110.361; 34.8723"
CN-0038;heliport;BFA International Convention Center Heliport;0;AS;CN;CN-46;Dongyu Island;;;;"110.5632; 19.140251"
CN-0039;small_airport;Lijiang Airport;;AS;CN;CN-53;Yuanjiang;;;;"102.010003; 23.5847"
CN-0040;medium_airport;Lintsang Airfield;6230;AS;CN;CN-53;Lincang;ZPLC;LNJ;;"100.025001526; 23.738100051900002"
CN-0041;medium_airport;Luliang Air Base;;AS;CN;CN-53;;;;;"103.64199829101562; 24.988300323486328"
CN-0042;closed;Old Dangyang Airport;200;AS;CN;CN-42;Dangyang;;;;"111.8121; 30.823"
CN-0043;medium_airport;Mengzi Air Base;;AS;CN;CN-53;;;;;"103.33399963378906; 23.395299911499023"
CN-0044;closed;Yichang Tu Men Wu Airport;235;AS;CN;CN-42;Yichang;;;;"111.4404; 30.671"
CN-0045;medium_airport;Qionglai Air Base;;AS;CN;CN-51;;;;;"103.46499633789062; 30.489999771118164"
CN-0046;medium_airport;Shigatse Air Base;3782;AS;CN;CN-54;Xigaz̻;ZURK;RKZ;;"89.311401; 29.3519"
CN-0047;closed;Old Yueyang Airport;90;AS;CN;CN-43;Yeuyang;;;;"113.0416; 29.424"
CN-0048;medium_airport;Wenshan Air Base;;AS;CN;CN-53;;;;;"103.8270034790039; 23.715599060058594"
CN-0049;medium_airport;Xiangyun Midu Air Base;;AS;CN;CN-53;;;;;"100.73500061035156; 25.44529914855957"
CN-0050;medium_airport;Bao'anying Airport;1620;AS;CN;CN-51;Panzhihua;ZUZH;PZI;;"101.79852; 26.54"
CN-0051;small_airport;Zigong Airport;1133;AS;CN;CN-51;Zigong;;ZKL;;"104.625789; 29.376484"
CN-0052;small_airport;Leshan Airport;;AS;CN;CN-51;Leshan;;;;"103.612168; 29.733396"
CN-0053;medium_airport;Baihe Ning Ming Air Base;;AS;CN;CN-45;;;;;"107.125; 22.1205997467041"
CN-0054;small_airport;Baoding Army Heliport;;AS;CN;CN-13;Baoding;;;;"115.521626; 38.83359"
CN-0055;medium_airport;Changsha Datuopu Airport/AFB;170;AS;CN;CN-43;Changsha;ZGCS;;;"112.958000183; 28.0688991547"
CN-0056;medium_airport;Dangyang Air Base;;AS;CN;CN-42;;;;;"111.80999755859375; 30.798599243164062"
CN-0057;medium_airport;Foluo Northeast Air Base;;AS;CN;CN-46;;;;;"109.16100311279297; 18.69219970703125"
CN-0058;closed;Donggang Airport;;AS;CN;CN-21;Dandong;;;;"124.145162; 39.948964"
CN-0059;small_airport;Guangzhou East Airfield;;AS;CN;CN-44;;;;;"113.36900329589844; 23.16469955444336"
CN-0060;small_airport;Haibei Airport;;AS;CN;CN-63;Haibei;;;;"100.857505; 36.990726"
CN-0061;medium_airport;Foshan Shadi Airport;6;AS;CN;CN-44;Foshan;ZGFS;FUO;;"113.069999695; 23.083299636799996"
CN-0062;small_airport;Bazhong Enyang Airport;1804;AS;CN;CN-51;Bazhong;;BZX;;"106.644872; 31.73842"
CN-0063;medium_airport;Guiping Mengshu Air Base;;AS;CN;CN-45;;;;;"110.00900268554688; 23.330799102783203"
CN-0064;small_airport;Haikou City Airfield;;AS;CN;CN-46;;;;;"110.34700012207031; 20.01889991760254"
CN-0065;closed;Hanzhong Xiguan Airport;;AS;CN;CN-61;Hanzhong;;;;"107.008003; 33.063599"
CN-0066;small_airport;Guiyang Air Base;;AS;CN;CN-52;Guiyang;;;;"106.532264; 26.40994"
CN-0067;medium_airport;Xinyang Minggang Airport;312;AS;CN;CN-41;Xinyang;ZHXY;XAI;;"114.079141; 32.540819"
CN-0068;medium_airport;Huizhou Airport;50;AS;CN;CN-44;Huizhou;ZGHZ;HUZ;;"114.599998474; 23.0499992371"
CN-0069;medium_airport;Jialaishi Air Base;;AS;CN;CN-46;;;;;"109.72599792480469; 19.697200775146484"
CN-0070;closed;Changchun East Airport;660;AS;CN;CN-22;Changchun;;;;"125.405307; 43.888157"
CN-0071;medium_airport;Leiyang Air Base;;AS;CN;CN-43;;;;;"112.89199829101562; 26.587200164794922"
CN-0072;medium_airport;Lingshui Air Base;;AS;CN;CN-46;;;;;"109.98799896240234; 18.494400024414062"
CN-0073;small_airport;Danfeng Airport;;AS;CN;CN-61;Danfeng;;;;"110.249284; 33.708533"
CN-0074;medium_airport;Shangqiu Air Base;;AS;CN;CN-41;Shangqiu;;;;"115.459261; 34.449507"
CN-0075;small_airport;Meixian Air Base;;AS;CN;CN-44;;;;;"116.0999984741211; 24.264999389648438"
CN-0076;medium_airport;Zhengzhou Air Base;;AS;CN;CN-41;;;;;"113.729631; 34.86125"
CN-0077;heliport;PLA Khunjerab Post Helipad;13525;AS;CN;CN-U-A;;;;;"75.553407; 36.930618"
CN-0078;heliport;Aurora Plaza Helipad;607;AS;CN;CN-33;Shanghai;;;;"121.499617; 31.234386"
CN-0079;medium_airport;Shaoguan Guitou Airport;280;AS;CN;CN-44;Shaoguan;;HSC;;"113.42099762; 24.9785995483"
CN-0080;medium_airport;Suixi Air Base;;AS;CN;CN-44;;;;;"110.19999694824219; 21.39579963684082"
CN-0081;medium_airport;Jinggangshan Airport;281;AS;CN;CN-36;Ji'an;ZSJA;JGS;;"114.736999512; 26.856899261499997"
CN-0082;medium_airport;Baise Youjiang Airport;490;AS;CN;CN-45;Baise;ZGBS;AEB;;"106.959999084; 23.7206001282"
CN-0083;large_airport;Guodu air base;;AS;CN;CN-U-A;;;;;"117.63201; 36.001741"
CN-0084;closed;Wuhan Air Base;80;AS;CN;CN-42;Wuhan;ZHWT;;;"114.241996765; 30.598600387599998"
CN-0085;medium_airport;Xiaogan Air Base;;AS;CN;CN-42;;;;;"113.91100311279297; 30.95439910888672"
CN-0086;closed;Dalachi Airbase;5699;AS;CN;CN-62;Dalachi;;;;"105.002346; 36.628134"
CN-0087;closed;Chenggong Airport;6234;AS;CN;CN-53;Chenggong;;;;"102.801256; 24.846346"
CN-0088;closed;Dabao Airbase;200;AS;CN;CN-21;Dapu;;;;"124.2295; 40.5402"
CN-0089;medium_airport;Baitabu Air Base;;AS;CN;CN-32;;;;;"118.875; 34.5713996887207"
CN-0090;medium_airport;Cangxian Air Base;;AS;CN;CN-13;;;;;"116.92900085449219; 38.40250015258789"
CN-0091;medium_airport;Dongying Shengli Airport;15;AS;CN;CN-37;Dongying;ZSDY;DOY;;"118.788002014; 37.5085983276"
CN-0092;medium_airport;Jiaozhou/Jiaocheng Air Base;;AS;CN;CN-37;;;;;"120.02400207519531; 36.33060073852539"
CN-0093;medium_airport;Jinan Air Base;;AS;CN;CN-37;;;;;"116.9209976196289; 36.67919921875"
CN-0094;medium_airport;Jiugucheng Air Base;;AS;CN;CN-13;;;;;"116.11799621582031; 37.4900016784668"
CN-0095;medium_airport;Kaifeng Air Base;;AS;CN;CN-41;Kaifeng;;;;"114.33899688720703; 34.75389862060547"
CN-0096;medium_airport;Laiyang Air Base;;AS;CN;CN-37;;;;;"120.59100341796875; 36.963600158691406"
CN-0097;medium_airport;Luyang Air Base;;AS;CN;CN-41;;;;;"112.89099884033203; 33.68470001220703"
CN-0098;small_airport;Hailar Southwest Airport;2031;AS;CN;CN-15;Hailar;;;;"119.693685; 49.164182"
CN-0099;small_airport;Chaor Airstrip;3012;AS;CN;CN-15;Chaor;;;;"121.387768; 48.425954"
CN-0100;medium_airport;Qingdao-Cangkou Air Base;;AS;CN;CN-37;;;;;"120.39199829101562; 36.15919876098633"
CN-0101;seaplane_base;Qingdao Naval Base;;AS;CN;CN-37;;;;;"120.28399658203125; 36.04690170288086"
CN-0103;medium_airport;Wendeng Air Base;;AS;CN;CN-37;;;;;"122.02300262451172; 37.26470184326172"
CN-0104;medium_airport;Xingcheng Air Base;30;AS;CN;CN-21;;ZYXC;XEN;;"120.697998047; 40.580299377399996"
CN-0105;medium_airport;Xuzhou Daguozhang Air Base;;AS;CN;CN-32;;;;;"117.55799865722656; 34.05889892578125"
CN-0106;medium_airport;Xuzhou Jiulishan Air Base;;AS;CN;CN-32;;;;;"117.24600219726562; 34.23059844970703"
CN-0109;medium_airport;Yidu Air Base;;AS;CN;CN-37;;;;;"118.5270004272461; 36.591400146484375"
CN-0111;medium_airport;Zhucheng Air Base;;AS;CN;CN-37;;;;;"119.43900299072266; 36.02750015258789"
CN-0113;medium_airport;Altay Air Base;2460;AS;CN;CN-65;Altay;ZWAT;AAT;;"88.08580780030002; 47.7498855591"
CN-0114;medium_airport;Baoji Air Base;;AS;CN;CN-61;;;;;"107.47200012207031; 34.531700134277344"
CN-0117;medium_airport;Gonghe Air Base;;AS;CN;CN-63;;;;;"100.4800033569336; 36.336700439453125"
CN-0123;medium_airport;Lanzhou Air Base;;AS;CN;CN-62;Lanzhou;;;;"104.21800231933594; 35.91780090332031"
CN-0125;medium_airport;Ljtao Air Base;;AS;CN;CN-62;;;;;"103.83599853515625; 35.30830001831055"
CN-0127;medium_airport;Qingshui Air Base;;AS;CN;CN-62;;;;;"98.88420104980469; 39.5546989440918"
CN-0129;small_airport;Shihezi Airfield;;AS;CN;CN-65;;;;;"86.11669921875; 44.332801818847656"
CN-0130;medium_airport;Tianshui Maijishan Airport;3590;AS;CN;CN-62;Tianshui;ZLTS;THQ;;"105.86000061; 34.5593986511"
CN-0132;medium_airport;Urumqi South Air Base;;AS;CN;CN-65;;;;;"87.5322036743164; 43.46580123901367"
CN-0133;medium_airport;Uxxaktal Air Base;;AS;CN;CN-65;;;;;"87.18810272216797; 42.181400299072266"
CN-0134;medium_airport;Wugong Air Base;;AS;CN;CN-61;;;;;"108.26599884033203; 34.274200439453125"
CN-0135;medium_airport;Wulumuqi Air Base;2425;AS;CN;CN-65;;;;;"87.0785980225; 43.9502983093"
CN-0136;medium_airport;Wuwei Air Base;;AS;CN;CN-62;;;;;"102.56700134277344; 37.98830032348633"
CN-0137;medium_airport;Xian Air Base;;AS;CN;CN-61;;;;;"108.5989990234375; 34.153900146484375"
CN-0138;medium_airport;Xincheng Air Base;;AS;CN;CN-36;;;;;"114.61900329589844; 25.54829978942871"
CN-0139;medium_airport;Yaerbashi Test Range;;AS;CN;CN-65;;;;;"92.80809783935547; 43.07720184326172"
CN-0140;medium_airport;Yanliang Air Base;;AS;CN;CN-61;;;;;"109.24299621582031; 34.64390182495117"
CN-0143;medium_airport;Zhangye Ganzhou Airport;5280;AS;CN;CN-62;Zhangye;ZLZY;YZY;;"100.675003052; 38.8018989563"
CN-0145;medium_airport;Changzing Air Base;;AS;CN;CN-33;;;;;"119.73100280761719; 30.968599319458008"
CN-0146;medium_airport;Daishan Air Base;;AS;CN;CN-33;;;;;"122.1449966430664; 30.287799835205078"
CN-0147;medium_airport;Feidong Air Base;;AS;CN;CN-34;;;;;"117.65899658203125; 31.909400939941406"
CN-0149;medium_airport;Fuzhou Air Base;;AS;CN;CN-35;Fuzhou;;;;"119.31199645996094; 26.0044002532959"
CN-0152;medium_airport;Huian Air Base;;AS;CN;CN-35;;;;;"118.80699920654297; 25.026100158691406"
CN-0153;medium_airport;Jianqiao/Hangzhou Airfield;;AS;CN;CN-33;Hangzhou;;;;"120.24099731445312; 30.33530044555664"
CN-0154;medium_airport;Jiaxing Air Base;;AS;CN;CN-33;;;;;"120.68061065673828; 30.706640243530273"
CN-0158;medium_airport;Longtian/Lung-T'ien Air Base;;AS;CN;CN-35;;;;;"119.45999908447266; 25.572799682617188"
CN-0159;medium_airport;Longyou Air Base;;AS;CN;CN-33;;;;;"119.177001953125; 29.113100051879883"
CN-0161;medium_airport;Mahuiling Air Base;;AS;CN;CN-36;;;;;"115.802001953125; 29.47719955444336"
CN-0162;medium_airport;Nanchang New Airfield;;AS;CN;CN-36;Nanchang;;;;"115.93000030517578; 28.63559913635254"
CN-0163;medium_airport;Nanchang Xiangtang Air Base;;AS;CN;CN-36;Nanchang;;;;"115.92400360107422; 28.420799255371094"
CN-0165;medium_airport;Ningbo Zhangqiao Air Base;;AS;CN;CN-33;;;;;"121.5739974975586; 29.922800064086914"
CN-0169;medium_airport;Shanghai Dachang Air Base;;AS;CN;CN-31;Shanghai;;;;"121.41100311279297; 31.32360076904297"
CN-0171;closed;Shanghai Longhua Airport;;AS;CN;CN-31;Shanghai;ZSSL;;;"121.454002; 31.166901"
CN-0173;closed;Shanghai Jiangwan Airfield;;AS;CN;CN-31;Shanghai;;;;"121.5; 31.333000183099998"
CN-0182;medium_airport;Zhangshu Air Base;;AS;CN;CN-36;;;;;"115.5510025024414; 28.021699905395508"
CN-0183;small_airport;Zhangzhou/Chang-Chou Airfield;;AS;CN;CN-35;;;;;"117.65399932861328; 24.5625"
CN-0185;medium_airport;Changchun Air Base;;AS;CN;CN-22;;;;;"125.197998046875; 43.90530014038086"
CN-0187;medium_airport;Chifeng Air Base;;AS;CN;CN-15;;;;;"118.84200286865234; 42.15890121459961"
CN-0189;medium_airport;Dandong Airport;30;AS;CN;CN-21;Dandong;ZYDD;DDG;;"124.286003; 40.0247"
CN-0190;medium_airport;Dingxin/Shuangchengzi Air Base;;AS;CN;CN-62;;;;;"99.78939819335938; 40.40140151977539"
CN-0191;medium_airport;Fuxin Air Base;;AS;CN;CN-21;;;;;"121.66200256347656; 42.07889938354492"
CN-0192;medium_airport;Gongzhuling Air Base;;AS;CN;CN-22;;;;;"124.78600311279297; 43.524200439453125"
CN-0193;medium_airport;Harbin Air Base;;AS;CN;CN-23;;;;;"126.658996582; 45.597499847399995"
CN-0194;small_airport;Jinxi Air Base;;AS;CN;CN-21;Jinxi;;;;"120.87899780273438; 40.74919891357422"
CN-0195;small_airport;Jinzhou North Airfield;;AS;CN;CN-21;Jinzhou;;;;"121.1729965209961; 41.1869010925293"
CN-0197;medium_airport;Kaiyuan Air Base;;AS;CN;CN-21;;;;;"123.98200225830078; 42.52579879760742"
CN-0198;medium_airport;Lalin Air Base;;AS;CN;CN-23;;;;;"126.8949966430664; 45.2593994140625"
CN-0201;medium_airport;Pingquan Air Base;;AS;CN;CN-13;;;;;"118.68099975585938; 40.90079879760742"
CN-0204;medium_airport;Shenyang Beiling Air Base;;AS;CN;CN-21;Shenyang;;;;"123.43900299072266; 41.87080001831055"
CN-0206;medium_airport;Shenyang Yu Hung Tun Air Base;;AS;CN;CN-21;Shenyang;;;;"123.29900360107422; 41.8224983215332"
CN-0207;small_airport;Shuangcheng Air Base;;AS;CN;CN-23;;;;;"126.31900024414062; 45.407798767089844"
CN-0208;medium_airport;Siping Air Base;;AS;CN;CN-22;;;;;"124.29199981689453; 43.156898498535156"
CN-0209;medium_airport;Suizhong Air Base;;AS;CN;CN-21;;;;;"120.35900115966797; 40.29890060424805"
CN-0210;medium_airport;Tuchengzi Air Base;;AS;CN;CN-21;;;;;"121.23899841308594; 38.912200927734375"
CN-0212;closed;Yingchenzi/Xinzhaizi-Dalian Air Base;;AS;CN;CN-21;;;;;"121.389999; 39.010601"
CN-JNZ;medium_airport;Sanshilipu Air Base;;AS;CN;CN-21;Dalian;;;;"121.76100158691406; 39.28950119018555"
CN-NTG;small_airport;Nantong Airport;16;AS;CN;CN-32;Nantong;ZSNT;NTG;;"120.975997925; 32.0708007812"
CN01;heliport;Mendocino Coast District Hospital Heliport;108;NA;US;US-CA;Fort Bragg;CN01;;CN01;"-123.80000305175781; 39.43199920654297"
CN02;heliport;San Francisco Va Medical Center Heliport;350;NA;US;US-CA;San Francisco;CN02;;CN02;"-122.506389; 37.783331"
CN06;heliport;Infineon Raceway Pad 2 Heliport;110;NA;US;US-CA;Sonoma;CN06;;CN06;"-122.450692; 38.155081"
CN10;heliport;Mono County Medical Heliport;6450;NA;US;US-CA;Bridgeport;CN10;;CN10;"-119.23100280761719; 38.253299713134766"
CN11;heliport;Uc Davis Medical Center Life Flight Base Heliport;32;NA;US;US-CA;Sacramento;CN11;;CN11;"-121.45099639892578; 38.55110168457031"
CN12;small_airport;Williams Gliderport;68;NA;US;US-CA;Williams;CN12;;CN12;"-122.13200378417969; 39.16350173950195"
CN13;small_airport;Borges - Clarksburg Airport;12;NA;US;US-CA;Clarksburg;CN13;;CN13;"-121.509002686; 38.4431991577"
CN14;heliport;Queen of the Valley Hospital Heliport;49;NA;US;US-CA;Napa;CN14;;CN14;"-122.2969970703125; 38.32389831542969"
CN15;small_airport;Vineyard Oaks Farm Airport;210;NA;US;US-CA;Lemore;CN15;;CN15;"-119.78600311279297; 36.36920166015625"
CN16;heliport;Mercy Hospital of Folsom Heliport;335;NA;US;US-CA;Folsom;CN16;;CN16;"-121.142839; 38.670861"
CN17;heliport;Childrens Hospital and Health Center Heliport;445;NA;US;US-CA;San Diego;CN17;;CN17;"-117.1520004272461; 32.799198150634766"
CN18;heliport;San Bernardino Community Hospital Heliport;1213;NA;US;US-CA;San Bernardino;CN18;;CN18;"-117.321667; 34.130694"
CN19;small_airport;Las Serpientes Airport;10;NA;US;US-CA;Knightsen;CN19;;CN19;"-121.61299896240234; 37.933101654052734"
CN20;seaplane_base;Ferndale Resort Seaplane Base;1326;NA;US;US-CA;Kelseyville;CN20;;CN20;"-122.7969970703125; 39.00299835205078"
CN22;closed;Northrop Anaheim Heliport;160;NA;US;US-CA;Anaheim;;;;"-117.917; 33.865002"
CN23;small_airport;Harvard Airport;1825;NA;US;US-CA;Yermo;CN23;;CN23;"-116.67500305175781; 34.961700439453125"
CN24;closed;Flying R Airport;70;NA;US;US-CA;Galt;;;;"-121.254997; 38.283001"
CN25;heliport;The Westin Bonaventure Hotel Heliport;679;NA;US;US-CA;Los Angeles;CN25;;CN25;"-118.25599670410156; 34.052799224853516"
CN26;heliport;Rodgers Flat Heliport;1560;NA;US;US-CA;Belden;CN26;;CN26;"-121.28399658203125; 39.96659851074219"
CN27;heliport;Hughes/Canoga Park Heliport;845;NA;US;US-CA;Canoga Park;CN27;;CN27;"-118.6259994506836; 34.23749923706055"
CN28;heliport;Big Creek Helistop;4960;NA;US;US-CA;Big Creek;CN28;;CN28;"-119.25199890136719; 37.20109939575195"
CN29;small_airport;J-B Airport;103;NA;US;US-CA;Farmington;CN29;;CN29;"-121.01499938964844; 37.93519973754883"
CN30;heliport;Oceanside Fire Department Heliport;30;NA;US;US-CA;Oceanside;CN30;;CN30;"-117.3541661; 33.211584"
CN32;heliport;Boeing De Soto Heliport;875;NA;US;US-CA;Canoga Park;CN32;;CN32;"-118.58499908447266; 34.23469924926758"
CN33;heliport;Airport Imperial Bldg Helistop;238;NA;US;US-CA;El Segundo;CN33;;CN33;"-118.397003174; 33.9303016663"
CN34;heliport;"Pg&E; Fresno Service Center Heliport";289;NA;US;US-CA;Fresno;CN34;;CN34;"-119.76000213623047; 36.719398498535156"
CN35;closed;Hughes/Space & Comm. Heliport;183;NA;US;US-CA;El Segundo;;;;"-118.397909; 33.930306"
CN36;heliport;Shaws Hill Heliport;2900;NA;US;US-CA;Grass Valley;CN36;;CN36;"-121.0510025024414; 39.23320007324219"
CN37;small_airport;Kelso Valley Airport;4047;NA;US;US-CA;Mojave;CN37;;CN37;"-118.2310028; 35.38130188"
CN38;small_airport;Flying B Ranch Airport;19;NA;US;US-CA;Franklin;CN38;;CN38;"-121.43699645996094; 38.34130096435547"
CN39;heliport;Operating Engineers Pension Trust Bldg Heliport;441;NA;US;US-CA;Los Angeles;CN39;;CN39;"-118.291000366; 34.0620002747"
CN42;small_airport;Double Creek Ranch Airport;2030;NA;US;US-CA;Manton;CN42;;CN42;"-121.88200378417969; 40.445701599121094"
CN43;heliport;Boeing Anaheim B/250 Heliport;342;NA;US;US-CA;Anaheim;CN43;;CN43;"-117.8499984741211; 33.85969924926758"
CN44;small_airport;Flying Bull Airport;40;NA;US;US-CA;Modesto;CN44;;CN44;"-121.16300201416016; 37.62049865722656"
CN45;heliport;Bear Valley Hospital Heliport;6800;NA;US;US-CA;Big Bear Lake;CN45;;CN45;"-116.88800048828125; 34.246700286865234"
CN46;heliport;The McConnell Foundation Heliport;643;NA;US;US-CA;Redding;CN46;;CN46;"-122.33200073242188; 40.598201751708984"
CN47;heliport;Pacoima Dam Heliport;2039;NA;US;US-CA;Los Angeles;CN47;;CN47;"-118.397252; 34.334004"
CN48;heliport;St Joseph's Medical Center Heliport;47;NA;US;US-CA;Stockton;CN48;;CN48;"-121.28786; 37.970197"
CN49;heliport;Sutter Roseville Medical Center Heliport;286;NA;US;US-CA;Roseville;CN49;;CN49;"-121.248044; 38.766623"
CN51;heliport;Community Regional Medical Center Heliport;415;NA;US;US-CA;Fresno;CN51;;CN51;"-119.785004; 36.743698"
CN52;heliport;Oroville Hospital Heliport;255;NA;US;US-CA;Oroville;CN52;;CN52;"-121.541572; 39.50743"
CN53;heliport;Kings County Houston Ave. Heliport;239;NA;US;US-CA;Hanford;CN53;;CN53;"-119.594861; 36.299861"
CN62;heliport;CS Ranch Heliport;59;NA;US;US-CA;Colusa;CN62;;CN62;"-121.909516; 39.241597"
CN88;heliport;Kaiser Permanente Vacaville Heliport;100;NA;US;US-CA;Vacaville;CN88;;CN88;"-121.9405; 38.3887"
CN90;heliport;API Gateway Heliport;34;NA;US;US-CA;Calexico;CN90;;CN90;"-115.372028; 32.675883"
CN93;heliport;Sierra Vista Regional Medical Center Heliport;235;NA;US;US-CA;San Luis Obispo;CN93;;CN93;"-120.665988; 35.293729"
CN95;small_airport;Heritage Field Airport;-24;NA;US;US-CA;Stockton;CN95;;CN95;"-121.4922903; 37.9933056"
CN98;small_airport;Walters Camp Airport;309;NA;US;US-CA;Palo Verde;CN98;;CN98;"-114.710278; 33.245556"
CN99;small_airport;Del Mar Farms Airport;65;NA;US;US-CA;Patterson;CN99;;CN99;"-121.1585778; 37.5464444"
CNA2;small_airport;Highgate Airport;710;NA;CA;CA-ON;Highgate;CNA2;;CNA2;"-81.8031005859375; 42.55440139770508"
CNA3;small_airport;Springwater Barrie Airpark;963;NA;CA;CA-ON;Springwater;CNA3;;CNA3;"-79.73169708251953; 44.40639877319336"
CNA4;small_airport;Emsdale Airport;1150;NA;CA;CA-ON;Emsdale;CNA4;;CNA4;"-79.3499984741211; 45.54999923706055"
CNA5;heliport;Uxbridge (Cottage Hospital) Heliport;900;NA;CA;CA-ON;Uxbridge;CNA5;;CNA5;"-79.1285777092; 44.1024562729"
CNA8;closed;Winchester Airport;250;NA;CA;CA-ON;Winchester;CNA8;;CNA8;"-75.3032989502; 45.045600891099994"
CNA9;small_airport;Tomvale Airport;890;NA;CA;CA-ON;Plevna;CNA9;;CNA9;"-76.93579864501953; 44.916099548339844"
CNB2;heliport;Bolton Heliport;700;NA;CA;CA-ON;Bolton;CNB2;;CNB2;"-79.6948215365; 43.8521607791"
CNB3;heliport;North Bay Regional Health Centre Helipad;715;NA;CA;CA-ON;North Bay;CNB3;;CNB3;"-79.495869; 46.334854"
CNB4;heliport;Cobourg (Northumberland Hills Hospital) Heliport;343;NA;CA;CA-ON;Cobourg;CNB4;;CNB4;"-78.19999694824219; 43.97719955444336"
CNB5;seaplane_base;Arnprior Seaplane Base;330;NA;CA;CA-ON;Arnprior;CNB5;;CNB5;"-76.35970306396484; 45.407501220703125"
CNB7;seaplane_base;Moosonee Seaplane Base;;NA;CA;CA-ON;;CNB7;;CNB7;"-80.6500015258789; 51.266700744628906"
CNB8;seaplane_base;Sudbury/Ramsey Lake Seaplane Base;810;NA;CA;CA-ON;;CNB8;;CNB8;"-80.98529815673828; 46.47999954223633"
CNC3;medium_airport;Brampton-Caledon Airport;935;NA;CA;CA-ON;;CNC3;;CNC3;"-79.875; 43.7603"
CNC4;small_airport;Guelph Airport;1100;NA;CA;CA-ON;Guelph;CNC4;;CNC4;"-80.19609832763672; 43.563899993896484"
CNC5;seaplane_base;Sudbury/Azilda Seaplane Base;869;NA;CA;CA-ON;;CNC5;;CNC5;"-81.13330078125; 46.53329849243164"
